Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3669,792,792,"45,638","36,092",0.6,476,"53,704","47,638",0.13,103,"3,923","2,674",792,"48,667","39,842",792,"2,168",380,0.16,126,"64,936","29,638",0.16,124,"53,447","19,044",0.62,492,"12,880","7,498",892,"193,105","73,639"
3670,352,352,"47,285","41,608",0.69,244,"57,175","54,946",0.13,46,"7,924","2,487",352,"50,215","44,187",352,"2,611",588,0.11,39,"140,725","74,936",0.11,40,"120,702","56,114",0.69,243,"13,231","9,838",385,"144,418","74,036"
3672,"5,957","5,957","52,040","44,922",0.75,"4,451","54,299","49,709",0.12,730,"4,175","2,504","5,957","54,392","46,805","5,957","2,204",586,0.09,531,"99,796","42,707",0.09,513,"79,015","20,026",0.72,"4,318","12,974","8,531","6,567","176,666","71,612"
3673,"1,141","1,141","51,021","40,405",0.67,762,"55,529","50,790",0.15,170,"7,706","3,484","1,141","54,965","43,750","1,141","2,939",450,0.17,191,"114,398","53,418",0.16,181,"101,089","39,305",0.69,786,"14,293","8,352","1,223","201,675","93,597"
3675,"1,222","1,222","51,472","44,004",0.72,880,"55,709","49,211",0.14,177,"4,060","2,557","1,222","54,516","46,400","1,222","2,468",550,0.14,170,"97,077","48,884",0.14,176,"75,798","27,984",0.72,881,"12,793","8,308","1,323","172,461","91,453"
3677,"10,806","10,806","55,310","47,152",0.8,"8,694","53,962","50,040",0.11,1224,"3,261","1,643","10,806","57,744","49,122","10,806","2,353",690,0.08,828,"104,427","40,326",0.07,801,"68,140","15,851",0.77,"8,267","13,657","8,482","11,867","158,807","71,084"
3678,"4,152","4,152","58,994","46,276",0.71,"2,952","58,948","50,749",0.15,643,"3,999","2,814","4,152","62,208","48,798","4,152","2,810",576,0.13,548,"136,625","47,912",0.13,550,"105,187","29,862",0.73,"3,016","17,197","9,605","4,410","225,564","103,450"
3682,377,377,"51,957","46,908",0.75,283,"57,458","54,395",0.15,58,"4,644","2,341",377,"56,603","50,376",377,"3,364",524,0.16,59,"99,142","48,215",0.16,61,"92,621","54,907",0.74,279,"13,885","9,667",434,"167,601","79,435"
3683,"1,061","1,061","52,538","47,291",0.8,845,"56,235","53,186",0.1,111,"3,485","2,267","1,061","55,108","49,199","1,061","2,352",696,0.1,103,"80,157","28,936",0.1,106,"60,940","17,694",0.74,781,"12,828","10,011","1,170","159,222","83,804"
3685,"1,820","1,820","52,418","46,502",0.75,"1,365","55,397","52,167",0.12,216,"2,960","1,944","1,820","55,093","47,990","1,820","2,383",627,0.09,166,"101,330","39,908",0.09,168,"82,536","19,476",0.73,"1,324","12,984","9,763","1,947","212,055","93,655"
3687,628,628,"56,375","48,111",0.79,499,"56,490","52,467",0.11,70,"1,867",774,628,"59,178","51,016",628,"2,595",828,0.08,49,"82,921","36,135",0.08,48,"57,662","14,255",0.78,488,"13,901","9,608",699,"165,718","88,981"
3688,879,879,"62,723","49,882",0.8,701,"60,156","55,865",0.14,122,"3,365",690,879,"65,605","52,502",879,"2,521",762,0.11,99,"94,306","44,425",0.11,97,"74,042","36,905",0.77,677,"17,924","10,465",939,"182,829","86,655"
3690,"20,566","20,566","56,403","49,658",0.82,"16,873","56,141","52,526",0.11,2180,"2,673","1,277","20,566","58,777","51,774","20,566","2,337",706,0.07,"1,496","81,359","34,621",0.07,"1,448","53,301","14,274",0.78,"16,079","13,411","9,188","22,099","149,276","65,218"
3691,"7,576","7,576","62,528","54,766",0.79,"6,014","62,944","58,403",0.15,1103,"2,734","1,579","7,576","65,640","57,604","7,576","2,905",950,0.1,739,"91,032","37,580",0.1,726,"65,290","19,593",0.79,"6,014","16,207","11,386","7,875","185,346","87,859"
3695,320,320,"49,425","41,678",0.69,221,"54,401","50,677",0.2,63,"5,141","2,952",320,"53,023","45,007",320,"2,823",554,0.14,46,"88,038","24,778",0.14,45,"82,303","15,413",0.7,225,"12,373","8,603",342,"206,474","103,554"
3697,334,334,"47,799","39,812",0.66,219,"52,662","42,197",0.18,61,"4,311","2,340",334,"50,272","41,854",334,"2,066",300,0.17,58,"69,966","41,294",0.17,57,"49,327","13,303",0.65,216,"14,125","8,718",359,"218,682","91,461"
3698,577,577,"57,074","40,761",0.72,416,"56,974","45,567",0.18,106,"2,523","2,460",577,"59,819","43,813",577,"2,681",509,0.14,79,"78,117","32,318",0.14,78,"55,384","14,862",0.7,405,"16,542","9,603",679,"217,236","109,928"
3699,686,686,"50,101","40,986",0.75,515,"49,497","41,786",0.16,108,"3,814","3,396",686,"52,663","43,407",686,"2,329",450,0.14,93,"63,780","25,000",0.13,91,"47,294","11,897",0.75,515,"11,441","6,560",796,"178,836","62,985"
3700,824,824,"50,715","44,854",0.72,592,"51,881","49,668",0.14,115,"4,184","1,757",824,"53,819","47,264",824,"2,668",478,0.13,107,"143,129","37,202",0.13,104,"112,328","20,794",0.74,612,"11,623","8,093",899,"169,119","77,630"
3701,598,598,"62,017","41,820",0.66,396,"49,132","41,559",0.13,76,"3,202","2,522",598,"65,472","44,978",598,"2,978",394,0.11,67,"109,370","42,300",0.12,71,"82,292","24,230",0.7,417,"20,873","7,580",655,"159,228","71,450"
3705,158,158,"43,320","37,603",0.68,107,"42,935","37,047",0.17,27,"6,091","2,284",158,"46,192","38,116",158,"2,535",295,0.11,17,"104,882","26,688",0.11,18,"85,228","46,124",0.65,102,"11,032","6,467",175,"121,458","56,088"
3707,"1,032","1,032","47,346","40,194",0.65,674,"51,164","45,413",0.16,162,"2,635","2,908","1,032","51,282","43,026","1,032","3,437",413,0.11,113,"100,333","52,087",0.11,111,"88,563","26,647",0.68,701,"11,811","7,908","1,091","161,302","70,139"
3709,200,200,"42,229","36,140",0.6,120,"45,093","43,288",0.16,32,"5,872",990,200,"46,229","41,476",200,"3,289",390,0.14,29,"120,356","40,143",0.15,30,"114,068","38,293",0.64,129,"11,270","8,149",202,"173,206","68,191"
3711,334,334,"59,707","42,172",0.65,218,"62,817","52,460",0.12,40,"2,602","2,884",334,"62,548","43,832",334,"2,689",530,0.15,49,"78,271","61,874",0.15,49,"65,712","30,546",0.68,228,"19,725","10,602",379,"224,392","103,895"
3712,213,213,"51,905","44,049",0.74,158,"55,683","47,192",0.15,31,"2,155",866,213,"54,048","45,460",213,"1,907",569,0.1,22,"79,203","46,144",0.12,25,"54,654","25,309",0.73,155,"13,173","8,523",241,"170,666","87,282"
3713,479,479,"49,195","41,142",0.76,364,"48,053","44,005",0.09,45,"5,762","2,202",479,"50,972","42,840",479,"1,777",450,0.08,39,"53,243","32,065",0.08,36,"33,003","10,718",0.73,350,"10,903","6,468",609,"137,584","55,661"
3714,"2,124","2,124","53,452","42,180",0.7,"1,477","52,849","46,417",0.14,305,"3,548","2,499","2,124","56,036","44,252","2,124","2,146",480,0.15,316,"99,271","40,376",0.14,305,"77,586","21,076",0.7,"1,485","14,935","8,238","2,329","181,473","86,069"
3715,215,215,"50,848","30,587",0.58,124,"46,960","38,401",0.18,38,"2,064","1,482",215,"54,111","33,246",215,"2,432",350,0.15,32,"82,842","62,936",0.16,34,"60,499","32,435",0.59,126,"18,516","7,002",205,"211,110","70,432"
3717,"1,859","1,859","51,706","39,651",0.67,"1,242","53,503","46,641",0.12,221,"2,584","2,219","1,859","54,425","42,267","1,859","2,461",385,0.16,295,"94,532","41,232",0.16,289,"73,196","23,367",0.68,"1,270","14,285","8,551","2,020","208,148","83,438"
3718,66,66,"62,053","39,841",0.67,44,"48,110","30,000",0.15,10,"12,641","9,475",66,"67,350","43,254",66,"2,720",158,0.18,12,"86,557","43,012",0.18,12,"85,218","29,248",0.64,42,"22,233","13,653",67,"360,014","98,683"
3719,283,283,"51,849","38,246",0.66,186,"52,643","41,758",0.1,28,"5,861","2,467",283,"54,367","40,340",283,"2,051",165,0.16,44,"81,345","28,928",0.16,45,"69,657","21,746",0.65,183,"17,257","10,593",301,"169,189","78,780"
3720,421,421,"50,541","40,088",0.69,290,"52,346","42,790",0.17,71,"5,356","3,160",421,"53,615","44,446",421,"2,610",410,0.15,64,"80,902","32,998",0.15,64,"62,750","18,144",0.7,295,"12,816","7,701",449,"164,185","82,820"
3722,"3,466","3,466","55,962","44,229",0.71,"2,459","52,915","47,051",0.14,501,"3,970","2,954","3,466","59,331","47,043","3,466","3,146",613,0.14,474,"95,659","43,628",0.13,462,"75,892","22,078",0.73,"2,522","15,250","8,030","3,778","194,800","77,310"
3723,"1,710","1,710","58,297","39,512",0.7,"1,190","51,309","41,659",0.15,259,"4,891","4,145","1,710","61,916","42,362","1,710","2,888",511,0.17,289,"79,132","34,642",0.17,288,"63,001","18,456",0.69,"1,177","19,069","7,392","1,959","202,970","78,278"
3725,402,402,"56,134","42,489",0.69,278,"57,276","48,457",0.13,53,"4,870","1,485",402,"60,656","46,136",402,"3,776",495,0.12,48,"123,859","38,083",0.11,44,"125,021","39,205",0.73,292,"16,455","7,017",427,"222,784","86,942"
3726,232,232,"40,321","35,808",0.56,130,"42,934","41,066",0.11,25,"7,411","3,125",232,"43,968","38,450",232,"2,355",286,0.12,27,"103,501","52,697",0.12,27,"75,289","30,895",0.66,154,"8,675","5,142",239,"184,578","77,256"
3727,208,208,"35,875","35,972",0.65,136,"48,008","46,788",0.07,15,"7,622","5,303",208,"40,473","37,444",208,"2,210",236,0.15,32,"105,064","37,460",0.14,30,"94,445","25,960",0.62,130,"9,488","7,817",212,"169,544","46,320"
3728,365,365,"46,693","41,925",0.75,272,"47,518","45,314",0.07,25,"2,074",35,365,"51,053","45,720",365,"3,223",531,0.1,36,"141,306","52,569",0.1,37,"135,484","40,768",0.72,262,"10,735","7,294",409,"138,054","58,045"
3730,"5,343","5,343","55,713","44,990",0.75,"3,999","54,253","48,486",0.12,645,"2,115",947,"5,343","58,472","47,263","5,343","2,548",618,0.08,423,"84,842","30,160",0.08,417,"62,955","13,133",0.74,"3,928","14,958","8,658","5,975","196,464","85,641"
3732,418,418,"43,951","38,094",0.73,305,"47,858","43,125",0.12,50,"3,987","3,114",418,"47,027","41,074",418,"2,514",448,0.15,61,"141,162","60,641",0.14,58,"123,627","50,523",0.7,291,"10,801","6,608",420,"135,535","59,196"
3733,134,134,"47,233","38,254",0.71,95,"42,801","38,099",0.1,14,"8,021","3,012",134,"52,239","43,800",134,"3,369",788,0.13,18,"99,864","25,958",0.13,18,"70,752","8,680",0.68,91,"11,571","5,999",150,"186,391","59,800"
3735,451,451,"52,910","45,717",0.75,339,"54,120","52,634",0.18,79,"2,258","1,198",451,"56,080","49,189",451,"2,668",591,0.14,61,"115,649","42,500",0.12,56,"99,398","33,524",0.77,349,"12,078","8,102",475,"162,995","69,982"
3737,"2,756","2,756","52,469","44,956",0.76,"2,091","52,004","47,131",0.13,366,"3,896","2,802","2,756","55,384","47,248","2,756","2,769",599,0.11,310,"133,814","43,004",0.11,308,"111,801","20,990",0.75,"2,073","12,677","7,641","3,014","169,095","74,606"
3738,109,109,"55,906","48,438",0.83,91,"50,904","47,654",0.09,10,"1,716","3,458",109,"59,436","50,215",109,"3,265",800,0.13,14,"63,944","35,628",0.15,16,"34,360","14,890",0.79,86,"13,085","8,225",123,"108,706","66,203"
3739,152,152,"56,054","42,506",0.76,116,"44,774","36,400",0.17,26,"4,651","3,302",152,"59,962","45,781",152,"3,675",353,0.14,22,"123,595","38,631",0.15,23,"107,089","17,135",0.76,116,"15,400","6,207",158,"185,452","86,745"
3740,741,741,"54,626","44,660",0.77,572,"51,832","46,560",0.16,120,"3,284","1,784",741,"58,007","47,958",741,"2,921",719,0.16,115,"98,082","38,714",0.15,112,"78,766","15,582",0.77,571,"13,534","7,041",808,"184,365","80,208"
3741,"2,112","2,112","57,888","45,150",0.72,"1,522","54,343","44,250",0.19,401,"4,154","2,685","2,112","60,932","46,894","2,112","2,810",550,0.15,314,"80,744","32,866",0.14,290,"54,653","15,594",0.75,"1,590","15,397","8,638","2,356","193,120","81,265"
3744,276,276,"59,133","43,442",0.7,193,"55,467","45,817",0.23,64,"3,881","2,414",276,"63,204","46,636",276,"3,036",600,0.19,53,"59,886","36,513",0.18,51,"36,032","12,596",0.72,198,"16,997","10,076",309,"261,973","87,800"
3746,214,214,"52,705","45,084",0.74,159,"55,929","55,883",0.11,24,"4,285","2,936",214,"54,952","47,238",214,"1,856",582,0.17,36,"100,568","29,263",0.16,35,"68,235","15,684",0.71,152,"13,703","11,178",246,"148,718","96,722"
3747,"2,977","2,977","56,431","45,923",0.74,"2,190","57,394","50,961",0.13,393,"3,809","1,985","2,977","59,086","49,222","2,977","2,441",635,0.15,432,"82,046","38,550",0.14,426,"58,381","18,188",0.74,"2,194","15,055","9,738","3,307","210,831","103,446"
3749,"1,265","1,265","60,739","48,727",0.75,949,"60,696","55,515",0.17,218,"2,698","1,659","1,265","63,527","51,725","1,265","2,563",693,0.14,171,"79,518","44,063",0.14,175,"44,348","18,992",0.75,947,"16,777","12,122","1,392","220,362","114,256"
3750,"12,924","12,924","56,472","50,208",0.83,"10,750","58,266","54,139",0.12,1520,"-2,450","-2,014","12,924","58,688","52,090","12,924","2,186",997,0.16,"2,047","48,246","30,258",0.15,"1,894","29,594","11,149",0.8,"10,371","13,067","9,315","12,208","59,723","28,607"
3751,138,138,"60,070","43,744",0.63,87,"56,675","52,210",0.13,18,"1,553","2,706",138,"62,724","45,178",138,"2,219",299,0.12,16,"76,966","39,304",0.13,18,"57,646","13,736",0.72,99,"18,229","10,105",138,"311,168","63,991"
3752,"14,849","14,849","61,378","52,405",0.85,"12,682","61,700","56,216",0.15,2242,"-2,020","-1,637","14,849","63,893","54,824","14,849","2,495","1,152",0.1,"1,420","79,923","27,900",0.09,"1,336","54,664","9,771",0.81,"12,062","15,121","10,533","15,783","116,283","59,858"
3753,"2,735","2,735","62,084","56,044",0.85,"2,318","65,059","60,244",0.1,285,"-1,401","-1,553","2,735","64,974","57,889","2,735","2,825","1,267",0.11,288,"74,538","33,222",0.1,275,"57,526","15,416",0.83,"2,263","15,078","11,352","2,762","119,771","55,071"
3754,"28,586","28,586","62,504","54,084",0.86,"24,582","63,844","57,990",0.11,3125,"-2,615","-2,099","28,586","65,172","56,471","28,586","2,638","1,174",0.1,"2,861","81,439","28,770",0.09,"2,704","61,280","10,839",0.82,"23,302","15,470","11,119","29,705","109,225","57,880"
3755,134,134,"59,388","47,318",0.74,99,"58,272","42,818",0.19,25,"2,288",893,134,"61,183","47,592",134,"1,796",398,0.11,15,"43,851","17,588",0.1,14,"27,108","11,530",0.75,100,"17,595","9,226",172,"188,699","89,037"
3756,"9,231","9,231","59,061","51,689",0.84,"7,708","60,434","55,484",0.09,856,-776,-914,"9,231","61,639","54,000","9,231","2,556","1,050",0.1,903,"60,535","33,860",0.09,861,"39,782","14,026",0.8,"7,369","14,376","10,099","9,736","116,256","54,912"
3757,"5,366","5,366","62,532","50,377",0.78,"4,176","62,074","53,854",0.13,685,"1,201",-47,"5,366","65,327","52,652","5,366","2,723",883,0.1,547,"86,294","40,295",0.1,541,"59,596","15,547",0.78,"4,193","16,853","10,309","6,015","166,944","80,648"
3758,"1,341","1,341","60,372","52,176",0.81,"1,089","63,096","57,126",0.13,181,-736,-586,"1,341","63,514","54,070","1,341","2,952","1,050",0.12,159,"82,491","38,835",0.11,153,"57,196","13,568",0.79,"1,061","15,229","11,467","1,526","162,476","89,439"
3759,687,687,"76,375","50,822",0.73,501,"73,413","56,698",0.18,127,"2,153","1,372",687,"80,137","55,853",687,"3,738","1,041",0.13,91,"80,103","29,818",0.13,88,"50,896","11,899",0.78,537,"24,377","11,844",763,"274,559","115,072"
3760,265,265,"72,171","54,878",0.77,205,"73,148","58,376",0.17,46,"3,833","2,548",265,"75,722","55,768",265,"3,497","1,168",0.11,30,"97,828","54,433",0.11,30,"63,056","16,956",0.75,200,"22,532","13,344",305,"292,258","136,260"
3761,728,728,"66,119","48,712",0.71,517,"68,293","55,900",0.11,80,"2,519","2,402",728,"69,215","50,130",728,"3,055",672,0.14,99,"63,395","32,725",0.13,94,"42,665","12,468",0.76,553,"19,240","11,478",852,"222,579","95,605"
3762,75,75,"76,340","56,306",0.79,59,"64,595","58,163",0.15,11,"5,732","4,639",75,"79,110","61,071",75,"2,770",727,0.12,9,"47,042","40,000",0.12,9,"28,274","17,802",0.76,57,"24,779","12,972",77,"267,360","99,939"
3763,"1,008","1,008","59,300","49,478",0.81,812,"61,113","53,250",0.09,86,206,14,"1,008","62,185","51,047","1,008","2,696",904,0.12,126,"90,884","41,584",0.12,125,"64,828","19,760",0.79,795,"14,813","10,059","1,157","154,784","80,958"
3764,"5,832","5,832","61,482","51,304",0.81,"4,713","62,271","56,377",0.11,633,"1,473",132,"5,832","64,310","53,838","5,832","2,697",984,0.1,566,"82,234","39,802",0.1,558,"60,918","19,338",0.78,"4,529","16,297","10,927","6,354","161,042","74,222"
3765,"4,092","4,092","66,393","53,058",0.79,"3,218","64,476","56,458",0.15,605,"1,000",-34,"4,092","69,148","55,487","4,092","2,709",994,0.1,404,"81,500","41,176",0.1,389,"52,661","14,637",0.79,"3,239","18,383","11,749","4,686","188,348","93,179"
3766,743,743,"70,765","55,328",0.76,566,"68,716","61,639",0.16,116,-474,308,743,"73,897","57,891",743,"3,128",995,0.14,102,"58,822","30,328",0.13,97,"31,062","11,663",0.78,580,"21,370","12,499",898,"191,355","98,368"
3767,717,717,"68,518","52,927",0.75,538,"71,487","63,150",0.12,84,"1,970",-682,717,"71,366","54,162",717,"2,796","1,112",0.13,92,"61,212","26,648",0.12,85,"38,278","9,971",0.77,551,"20,256","12,424",841,"198,014","92,593"
3770,"2,017","2,017","88,785","52,439",0.74,"1,488","60,814","55,104",0.13,261,"4,697","1,253","2,017","92,775","54,630","2,017","3,476",852,0.12,246,"86,353","34,915",0.12,239,"62,655","17,327",0.77,"1,553","33,171","11,294","2,234","212,197","76,814"
3775,"2,537","2,537","63,840","49,517",0.76,"1,920","61,258","52,064",0.15,369,"2,402",513,"2,537","67,055","51,879","2,537","2,897",783,0.13,323,"77,936","36,853",0.12,307,"54,679","15,961",0.77,"1,950","17,876","10,746","2,878","216,043","84,708"
3777,"6,293","6,293","58,439","46,789",0.75,"4,749","56,585","50,000",0.12,781,"2,938","1,310","6,293","60,941","49,106","6,293","2,438",621,0.13,844,"85,858","39,094",0.13,806,"58,333","14,848",0.76,"4,813","15,254","9,027","7,240","166,691","73,213"
3778,130,130,"42,553","41,856",0.69,90,"47,916","44,668",0.1,13,"8,106","3,731",130,"45,560","42,960",130,"2,512",345,0.18,23,"45,519","31,720",0.17,22,"37,725","12,338",0.69,90,"9,665","6,273",139,"99,189","60,498"
3779,301,301,"47,644","37,635",0.61,184,"48,433","42,148",0.17,51,"6,233","4,498",301,"50,331","39,069",301,"1,967",300,0.14,41,"81,570","21,485",0.12,37,"54,799","12,883",0.65,197,"12,798","6,697",359,"204,760","62,543"
3781,"2,629","2,629","61,654","52,581",0.83,"2,176","60,482","55,974",0.1,259,784,-202,"2,629","64,179","54,956","2,629","2,495",879,0.12,314,"67,494","30,896",0.12,304,"43,818","12,108",0.81,"2,134","15,463","10,220","2,967","134,635","75,982"
3782,"4,900","4,900","66,786","51,522",0.77,"3,785","65,448","56,915",0.14,692,"1,214",329,"4,900","72,454","53,875","4,900","5,573",796,0.11,523,"83,878","38,455",0.11,516,"54,483","14,070",0.77,"3,790","19,598","11,851","5,646","202,864","96,979"
3783,"1,507","1,507","62,182","49,750",0.79,"1,194","62,539","54,967",0.14,212,"1,885","1,348","1,507","64,684","52,045","1,507","2,378",714,0.11,170,"59,187","29,060",0.11,166,"40,042","12,449",0.78,"1,169","16,764","10,804","1,679","163,638","82,741"
3786,967,967,"76,214","54,860",0.78,752,"76,446","63,231",0.17,169,-925,110,967,"79,378","58,034",967,"3,132","1,127",0.13,129,"64,782","38,242",0.14,132,"29,792","9,424",0.78,757,"23,938","13,282","1,103","247,617","120,079"
3787,647,647,"69,032","52,133",0.73,475,"69,468","56,492",0.14,93,"2,761",514,647,"71,737","55,580",647,"2,660",695,0.13,83,"80,077","30,787",0.12,78,"53,576","8,342",0.76,491,"20,627","12,186",728,"233,248","111,518"
3788,"1,079","1,079","71,693","52,235",0.71,763,"73,146","57,321",0.15,165,"2,475",680,"1,079","74,619","54,610","1,079","2,887",787,0.13,144,"70,468","31,879",0.13,137,"39,531","14,836",0.75,810,"22,793","12,987","1,249","226,560","108,954"
3789,169,169,"88,432","60,923",0.78,131,"74,418","63,060",0.19,32,"5,578","4,302",169,"91,549","63,458",169,"3,030",783,0.12,21,"60,323","21,400",0.12,21,"28,104","3,970",0.78,132,"29,250","16,187",204,"322,134","137,713"
3791,897,897,"66,716","52,413",0.73,651,"69,436","59,364",0.14,125,"1,861","1,543",897,"69,915","56,030",897,"3,198",889,0.14,129,"822,979","42,842",0.14,123,"843,536","17,948",0.76,679,"20,190","13,137","1,050","241,094","110,682"
3792,628,628,"69,649","52,849",0.73,457,"67,997","59,025",0.15,97,"2,398",974,628,"72,578","55,394",628,"2,928",840,0.15,94,"57,353","32,986",0.14,90,"27,099","10,365",0.76,479,"20,291","12,099",757,"230,943","125,078"
3793,"2,129","2,129","59,776","47,394",0.75,"1,590","59,041","51,272",0.15,324,"3,013","1,026","2,129","62,275","50,178","2,129","2,421",630,0.13,276,"80,392","36,934",0.12,262,"50,669","11,311",0.76,"1,627","15,823","10,074","2,498","162,825","76,963"
3795,904,904,"63,868","48,306",0.7,634,"57,503","47,339",0.22,198,"3,819","1,234",904,"66,578","49,990",904,"2,692",537,0.12,105,"135,376","35,941",0.11,103,"111,511","20,432",0.79,715,"17,080","9,346",981,"192,118","77,220"
3796,"5,941","5,941","60,207","50,756",0.8,"4,773","60,765","54,407",0.11,642,528,-100,"5,941","62,935","53,416","5,941","2,660",855,0.11,676,"74,556","37,496",0.11,647,"44,492","13,665",0.79,"4,678","15,208","10,895","6,687","140,704","75,399"
3797,"2,037","2,037","53,761","45,179",0.78,"1,599","54,590","48,576",0.09,177,"3,775","2,355","2,037","56,127","47,596","2,037","2,340",600,0.13,257,"65,791","36,192",0.12,246,"46,765","16,503",0.76,"1,541","13,060","8,695","2,347","141,008","64,270"
3799,"3,211","3,211","51,253","44,937",0.76,"2,452","52,368","48,564",0.1,322,"2,019","1,165","3,211","53,507","46,936","3,211","2,160",600,0.14,436,"65,262","29,472",0.13,420,"43,429","10,928",0.75,"2,421","11,703","8,002","3,786","123,302","58,533"
3802,"13,969","13,969","55,111","47,324",0.78,"10,879","57,736","53,092",0.17,2400,15,-386,"13,969","57,301","49,162","13,969","2,137",745,0.12,"1,663","128,043","35,802",0.11,"1,576","108,953","13,726",0.77,"10,702","13,448","8,974","15,353","116,230","49,975"
3803,"5,998","5,998","51,084","44,865",0.77,"4,616","52,705","49,531",0.11,669,-403,-647,"5,998","52,976","46,448","5,998","1,863",626,0.15,906,"64,397","38,286",0.14,857,"40,843","14,499",0.76,"4,566","11,522","7,728","6,350","91,305","34,187"
3804,"5,372","5,372","80,715","53,846",0.74,"3,988","67,911","53,391",0.23,1225,406,-132,"5,372","83,986","56,760","5,372","3,180",776,0.1,539,"102,824","40,125",0.09,509,"73,173","18,715",0.79,"4,229","26,754","12,522","5,605","238,262","85,791"
3805,"33,707","33,707","57,353","48,628",0.83,"27,858","57,393","52,482",0.13,4384,"-1,965","-1,582","33,707","59,621","50,582","33,707","2,235",832,0.11,"3,748","76,802","33,762",0.11,"3,563","55,273","12,449",0.79,"26,560","14,036","9,039","35,996","109,383","47,148"
3806,"30,743","30,743","79,367","53,026",0.81,"24,788","66,091","57,692",0.17,5264,"-1,702","-1,560","30,743","82,242","55,466","30,743","2,812","1,010",0.1,"2,960","82,850","31,774",0.09,"2,799","57,213","12,036",0.79,"24,168","26,298","11,728","32,664","178,222","68,803"
3807,"4,814","4,814","71,860","55,761",0.82,"3,937","68,645","58,447",0.16,771,"-1,583","-1,628","4,814","75,535","58,548","4,814","3,313","1,084",0.09,444,"176,300","33,726",0.09,416,"155,766","12,267",0.8,"3,856","20,840","12,879","5,259","188,373","86,398"
3808,"1,977","1,977","86,703","56,742",0.76,"1,511","70,087","56,729",0.18,362,505,-792,"1,977","90,513","59,927","1,977","3,607",919,0.12,228,"81,836","36,838",0.11,216,"58,378","14,319",0.79,"1,567","29,325","13,966","2,210","277,123","116,436"
3809,"11,655","11,655","62,339","55,389",0.88,"10,244","62,942","58,478",0.11,1228,"-2,364","-1,825","11,655","64,821","57,653","11,655","2,454","1,212",0.11,"1,237","48,518","23,863",0.1,"1,175","30,010","9,573",0.84,"9,743","14,828","10,937","11,806","92,487","45,794"
3810,"30,997","30,997","55,456","49,138",0.84,"25,965","56,591","52,361",0.08,2462,"-1,351","-1,285","30,997","57,725","51,185","30,997","2,235",832,0.11,"3,341","54,092","26,111",0.1,"3,170","34,551","10,228",0.79,"24,392","12,913","8,980","32,917","94,735","43,074"
3812,"1,538","1,538","62,091","49,896",0.77,"1,178","59,495","50,410",0.13,205,321,-284,"1,538","65,065","51,870","1,538","2,730",702,0.11,175,"85,143","37,800",0.11,168,"67,649","18,446",0.76,"1,168","17,613","11,155","1,739","180,619","80,606"
3813,595,595,"56,211","46,371",0.76,452,"56,604","51,144",0.12,73,"2,741","1,070",595,"59,179","48,481",595,"2,836",756,0.1,58,"56,298","37,541",0.1,60,"44,876","23,262",0.75,447,"14,528","9,673",654,"162,022","70,739"
3814,"1,500","1,500","60,341","47,760",0.76,"1,143","61,169","54,098",0.12,182,987,73,"1,500","63,059","50,454","1,500","2,439",700,0.12,173,"91,541","47,255",0.11,172,"66,837","19,956",0.76,"1,147","16,203","10,567","1,682","167,434","73,951"
3815,"2,099","2,099","58,782","49,939",0.78,"1,637","60,743","52,887",0.13,270,947,96,"2,099","61,931","52,493","2,099","2,923",911,0.11,225,"135,633","46,707",0.11,221,"110,478","16,716",0.77,"1,612","15,335","10,738","2,294","165,474","76,121"
3816,"1,777","1,777","54,967","47,651",0.77,"1,361","55,580","50,691",0.09,161,"1,220",236,"1,777","57,616","50,076","1,777","2,475",658,0.11,200,"78,522","38,372",0.11,195,"54,703","18,546",0.76,"1,357","13,376","9,317","1,922","112,605","54,694"
3818,"9,609","9,609","54,626","46,455",0.77,"7,393","56,768","51,065",0.1,948,"2,362",281,"9,609","57,274","48,612","9,609","2,488",767,0.1,994,"94,931","34,406",0.1,971,"70,472","14,923",0.75,"7,199","13,716","8,910","10,409","142,981","64,508"
3820,"11,904","11,904","60,985","48,661",0.78,"9,299","60,905","52,340",0.11,1361,"1,836",272,"11,904","63,715","50,975","11,904","2,662",900,0.1,"1,138","83,607","29,640",0.09,"1,094","60,218","13,373",0.77,"9,108","16,516","10,002","12,670","179,677","70,717"
3821,"1,898","1,898","60,181","44,950",0.69,"1,316","58,115","48,486",0.13,251,"2,045","1,282","1,898","63,443","47,736","1,898","2,770",557,0.14,266,"116,207","42,629",0.13,247,"97,097","22,287",0.73,"1,385","18,760","9,583","2,007","197,410","77,798"
3822,612,612,"57,053","47,748",0.72,441,"57,634","49,932",0.13,81,"2,924","1,614",612,"59,624","48,774",612,"2,272",680,0.14,87,"87,573","37,143",0.14,84,"79,082","25,256",0.75,462,"14,850","9,535",662,"149,999","67,656"
