Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3823,"1,258","1,258","56,642","46,321",0.73,918,"61,386","52,498",0.12,150,"3,093","1,748","1,258","59,422","48,164","1,258","2,542",818,0.12,149,"114,356","38,615",0.11,141,"94,188","25,000",0.74,929,"15,420","9,801","1,366","194,840","74,010"
3824,"3,085","3,085","58,867","48,019",0.77,"2,379","62,457","53,812",0.12,371,"2,913","1,848","3,085","61,372","50,408","3,085","2,308",843,0.09,268,"86,200","42,369",0.09,266,"72,246","21,158",0.74,"2,294","16,481","10,078","3,380","190,560","83,794"
3825,"10,743","10,743","55,912","44,734",0.8,"8,597","58,962","49,482",0.1,1088,"1,364",590,"10,743","58,200","46,634","10,743","2,156",853,0.07,793,"75,568","30,758",0.07,776,"58,186","15,912",0.75,"8,012","14,490","8,321","12,403","162,675","62,618"
3831,"1,131","1,131","58,775","44,280",0.73,824,"57,219","49,254",0.11,127,"2,383","1,401","1,131","61,472","46,846","1,131","2,399",630,0.12,141,"108,064","42,642",0.12,134,"85,320","14,696",0.73,824,"17,168","8,457","1,253","192,521","87,683"
3832,143,143,"50,463","41,976",0.69,98,"45,863","40,734",0.15,22,"3,613","1,250",143,"54,664","43,063",143,"2,804",688,0.17,24,"77,941","33,474",0.16,23,"62,466","15,374",0.73,105,"11,984","7,475",156,"192,878","65,947"
3833,195,195,"38,753","32,283",0.63,122,"44,793","40,601",0.1,20,"5,228","2,042",195,"42,309","35,445",195,"2,049",300,0.13,26,"46,560","24,462",0.12,24,"30,755","15,532",0.6,117,"9,557","5,909",215,"131,511","43,668"
3835,331,331,"53,522","42,246",0.7,233,"53,652","46,060",0.11,36,"5,420","3,204",331,"56,416","43,725",331,"2,487",397,0.12,39,"128,057","34,675",0.11,38,"128,140","32,506",0.72,238,"14,444","9,043",372,"180,165","68,872"
3840,"8,353","8,353","54,934","42,604",0.78,"6,526","55,835","47,166",0.09,716,"1,959","1,036","8,353","56,975","44,519","8,353","2,004",672,0.07,547,"111,311","29,515",0.06,537,"89,998","15,735",0.72,"6,045","14,564","7,781","9,533","162,706","57,504"
3842,"2,451","2,451","53,201","44,870",0.82,"2,019","55,825","48,751",0.07,179,"1,203",523,"2,451","55,268","46,970","2,451","2,041",872,0.07,171,"72,257","21,564",0.07,162,"55,714","11,514",0.74,"1,819","12,970","7,904","2,883","155,448","54,639"
3844,"18,045","18,045","65,945","52,174",0.83,"14,942","67,296","56,924",0.12,2126,225,30,"18,045","68,618","54,643","18,045","2,600","1,128",0.07,"1,319","112,713","32,536",0.07,"1,280","92,316","15,737",0.78,"14,158","18,214","11,348","19,958","194,881","79,756"
3847,"1,229","1,229","51,251","44,512",0.76,928,"59,027","53,669",0.09,115,"1,450",297,"1,229","54,226","47,795","1,229","2,417",849,0.09,111,"151,845","49,959",0.09,112,"144,719","31,344",0.72,879,"13,523","9,166","1,356","146,447","59,781"
3850,"8,628","8,628","61,060","47,295",0.79,"6,859","61,005","50,813",0.14,1180,"1,383",656,"8,628","64,036","49,752","8,628","2,729","1,023",0.09,745,"90,276","34,544",0.08,713,"68,002","17,911",0.76,"6,582","16,325","9,400","9,563","195,320","72,830"
3851,"2,811","2,811","54,728","41,980",0.71,"2,002","61,336","48,933",0.15,426,"2,003","1,587","2,811","57,780","44,707","2,811","2,516",721,0.14,397,"109,949","39,664",0.14,388,"95,556","26,754",0.7,"1,980","15,591","8,401","3,096","186,016","85,793"
3852,107,107,"70,291","72,224",0.93,99,"73,499","73,892",0.11,12,-61,"-1,758",107,"72,832","73,804",107,"2,421","1,221",0.06,6,"30,131","34,245",0.06,6,"23,288","25,312",0.92,98,"14,566","13,182",110,"111,856","35,002"
3854,913,913,"64,493","50,652",0.82,746,"68,976","57,511",0.14,125,"1,037",841,913,"67,723","53,662",913,"2,741","1,226",0.11,97,"105,132","52,403",0.11,98,"100,259","37,303",0.79,717,"18,182","11,493",999,"224,677","104,495"
3856,650,650,"59,478","47,777",0.82,536,"64,712","54,758",0.09,57,187,54,650,"62,214","50,712",650,"2,378","1,076",0.09,59,"79,649","21,900",0.09,57,"64,899","13,594",0.76,494,"15,983","10,492",704,"194,842","82,406"
3857,221,221,"54,685","46,430",0.76,167,"60,226","51,716",0.06,14,"1,749",914,221,"58,206","48,775",221,"2,043",754,0.16,35,"170,828","53,991",0.15,33,"153,710","45,142",0.71,158,"16,552","9,083",234,"156,592","57,525"
3858,"1,723","1,723","50,055","44,148",0.76,"1,305","55,572","50,004",0.1,179,"1,941",590,"1,723","53,074","46,604","1,723","2,575",812,0.1,173,"89,835","42,784",0.1,168,"76,578","31,823",0.72,"1,244","13,785","8,107","1,907","142,963","59,992"
3859,495,495,"46,528","43,156",0.67,332,"53,061","47,712",0.13,64,966,"3,039",495,"50,459","46,342",495,"2,986",704,0.11,55,"219,938","40,000",0.11,53,"209,253","30,401",0.69,340,"12,758","8,271",517,"153,505","53,750"
3860,"4,303","4,303","54,120","44,789",0.78,"3,337","57,735","50,029",0.13,538,"2,379","1,625","4,303","57,414","47,857","4,303","2,881","1,147",0.11,461,"99,199","35,522",0.1,441,"85,607","23,542",0.73,"3,159","14,182","8,604","4,813","163,557","72,890"
3862,"2,077","2,077","53,845","46,816",0.77,"1,591","59,529","52,982",0.1,214,"1,437",935,"2,077","57,024","49,734","2,077","2,565","1,050",0.13,265,"96,045","33,444",0.13,261,"82,307","22,990",0.74,"1,543","13,682","9,156","2,292","158,368","70,795"
3864,122,122,"41,496","38,366",0.69,84,"43,815","41,925",0.11,13,"3,691","4,017",122,"43,509","40,182",122,"1,564",314,0.14,17,"43,244","18,662",0.14,17,"43,757","19,814",0.64,78,"9,786","6,743",134,"109,586","44,459"
3865,342,342,"47,219","41,634",0.81,276,"50,178","46,232",0.09,31,"5,635","1,867",342,"50,938","46,178",342,"3,709","1,016",0.08,27,"51,970","35,616",0.07,25,"35,951","20,083",0.79,270,"9,397","5,657",390,"126,696","38,282"
3869,"1,112","1,112","63,654","49,080",0.79,880,"67,867","56,674",0.12,139,856,"1,825","1,112","66,454","51,526","1,112","2,615","1,150",0.09,105,"100,559","36,505",0.09,105,"93,721","26,666",0.77,852,"17,943","10,884","1,244","211,918","96,778"
3870,725,725,"51,413","43,693",0.72,521,"60,752","56,936",0.1,76,"1,581","1,010",725,"53,843","44,829",725,"2,213",580,0.11,82,"60,502","29,410",0.1,75,"50,343","20,543",0.69,501,"13,764","9,880",827,"181,282","79,841"
3871,"1,631","1,631","55,579","43,670",0.71,"1,156","61,757","52,668",0.12,199,"2,764","1,719","1,631","58,494","45,948","1,631","2,560",699,0.13,219,"81,921","38,010",0.13,217,"64,457","21,759",0.71,"1,159","15,341","9,599","1,812","182,854","85,520"
3873,212,212,"50,243","39,554",0.67,143,"65,856","51,213",0.14,29,"7,038","5,808",212,"52,830","43,969",212,"2,310",846,0.15,32,"75,528","33,648",0.15,31,"64,881","23,685",0.69,146,"15,123","10,395",226,"163,346","79,675"
3874,363,363,"118,250","41,450",0.66,240,"55,102","46,964",0.13,48,"5,472","3,388",363,"121,500","43,616",363,"2,820",389,0.09,31,"133,897","30,521",0.09,33,"119,988","19,490",0.66,239,"63,142","8,575",388,"181,954","78,584"
3875,"11,302","11,302","51,672","43,967",0.76,"8,556","52,540","47,517",0.12,1330,"3,924","2,392","11,302","54,276","46,250","11,302","2,339",637,0.1,"1,154","93,882","36,990",0.1,"1,133","70,757","17,310",0.74,"8,355","12,488","7,684","12,305","150,842","63,337"
3878,735,735,"52,160","41,515",0.68,497,"53,728","48,097",0.13,97,"2,988","2,351",735,"54,408","44,108",735,"2,152",513,0.09,63,"96,135","31,399",0.08,58,"75,644","16,341",0.7,512,"14,105","8,244",792,"233,060","96,350"
3880,"2,282","2,282","50,785","37,786",0.63,"1,430","51,813","45,590",0.13,286,"3,931","2,262","2,282","53,423","39,404","2,282","2,462",417,0.09,203,"79,980","35,547",0.09,199,"53,240","12,416",0.64,"1,459","14,960","7,550","2,572","243,859","100,524"
3882,755,755,"51,584","45,663",0.77,582,"53,507","51,132",0.11,80,"2,541","1,556",755,"53,922","47,856",755,"2,081",648,0.11,85,"76,904","40,884",0.11,83,"63,179","24,351",0.74,561,"12,210","8,470",822,"147,555","76,487"
3885,"1,102","1,102","47,418","42,189",0.75,829,"51,674","47,706",0.12,135,"1,422","1,373","1,102","49,883","45,480","1,102","2,194",660,0.15,164,"83,715","37,567",0.14,157,"65,409","23,394",0.73,808,"10,674","7,531","1,230","128,124","64,879"
3886,216,216,"49,039","41,712",0.71,153,"54,840","44,887",0.09,19,"2,825","2,012",216,"52,112","43,719",216,"1,930",408,0.12,25,"82,339","13,420",0.11,23,"72,098","25,136",0.67,145,"12,548","7,393",233,"128,305","53,500"
3887,180,180,"38,752","30,670",0.68,122,"44,389","40,534",0.09,17,"1,812","2,829",180,"40,385","31,862",180,"1,418",284,0.16,29,"49,631","30,000",0.16,29,"36,946","14,060",0.61,110,"8,773","5,287",217,"86,350","34,269"
3888,"1,823","1,823","48,400","41,863",0.73,"1,324","48,113","41,543",0.12,210,"3,962","2,383","1,823","50,795","43,185","1,823","1,960",372,0.12,214,"86,854","43,828",0.11,204,"71,757","25,976",0.7,"1,279","11,873","6,809","2,033","155,735","64,124"
3889,71,71,"32,327","23,958",0.41,29,"45,735","43,208",0.04,3,"-1,181","3,595",71,"35,417","26,810",71,887,0,0.15,11,"43,613","31,785",0.15,11,"39,858","38,305",0.48,34,"9,254","4,305",86,"101,882","42,689"
3890,161,161,"47,808","39,949",0.7,112,"46,698","41,000",0.06,10,"4,525","1,692",161,"49,954","41,215",161,"1,815",300,0.09,15,"54,233","31,511",0.09,15,"47,762","22,713",0.69,111,"11,815","7,971",182,"124,646","52,848"
3891,79,79,"38,262","32,332",0.58,46,"47,526","45,852",0.1,8,"7,665","6,557",79,"41,437","32,768",79,"1,971",220,0.2,16,"140,399","30,918",0.19,15,"131,052","14,920",0.58,46,"8,972","5,443",85,"148,514","60,934"
3892,630,630,"48,621","36,926",0.63,400,"40,770","31,409",0.15,96,"5,253","3,291",630,"50,797","38,160",630,"2,168",291,0.2,124,"83,437","34,746",0.18,114,"58,912","13,230",0.65,408,"13,699","7,292",730,"185,878","76,816"
3895,123,123,"40,039","34,990",0.5,62,"45,217","39,526",0.09,11,"3,399","1,891",123,"46,399","40,753",123,"2,920",226,0.19,23,"139,533","67,507",0.2,25,"102,289","42,753",0.62,76,"9,954","5,494",114,"128,876","64,410"
3896,229,229,"52,365","38,533",0.72,166,"50,076","42,404",0.14,33,"4,560",447,229,"55,520","41,136",229,"2,673",479,0.12,27,"94,148","39,183",0.12,27,"74,896","20,772",0.68,155,"14,203","10,480",247,"171,465","80,804"
3898,405,405,"49,206","41,361",0.7,285,"49,024","42,173",0.14,57,"3,319","1,469",405,"51,846","42,801",405,"2,027",421,0.16,66,"72,671","32,982",0.16,63,"60,663","21,362",0.73,294,"11,953","6,323",428,"124,323","51,161"
3900,107,107,"46,410","41,075",0.55,59,"39,367","32,951",0.17,18,"5,004","3,462",107,"51,377","42,430",107,"3,404",300,0.24,26,"102,940","44,006",0.23,25,"91,194","32,363",0.7,75,"10,473","4,673",110,"135,522","72,520"
3902,228,228,"47,560","38,728",0.69,157,"47,512","42,618",0.12,27,"3,769",744,228,"50,101","42,802",228,"2,431",540,0.17,39,"497,453","49,462",0.17,39,"488,521","34,275",0.73,166,"10,944","6,518",261,"168,376","77,558"
3903,444,444,"49,971","38,210",0.68,304,"52,045","44,656",0.1,46,"1,687","2,523",444,"52,194","39,986",444,"1,951",488,0.13,59,"83,933","41,600",0.13,58,"65,823","15,765",0.66,293,"14,531","6,787",462,"158,578","75,775"
3904,"1,050","1,050","53,488","38,518",0.65,679,"55,084","40,803",0.14,150,"1,940","1,843","1,050","56,075","40,098","1,050","2,558",421,0.12,121,"82,238","26,500",0.11,116,"61,836","14,202",0.66,690,"16,049","7,177","1,167","240,241","101,650"
3909,"4,388","4,388","48,809","39,344",0.7,"3,089","48,345","41,133",0.11,498,"3,736","2,040","4,388","51,037","41,166","4,388","2,149",462,0.09,397,"87,536","33,770",0.09,385,"67,590","16,677",0.69,"3,021","12,209","6,215","4,917","172,237","67,177"
3910,"14,217","14,217","62,401","53,520",0.83,"11,857","62,998","56,621",0.12,1684,-194,-602,"14,217","65,114","55,929","14,217","2,691","1,068",0.09,"1,321","71,626","34,922",0.09,"1,285","45,889","12,618",0.81,"11,481","15,662","10,921","15,749","152,582","80,026"
3911,"2,174","2,174","64,043","50,662",0.77,"1,681","60,041","53,442",0.15,318,"2,247",523,"2,174","66,995","53,469","2,174","2,941",985,0.12,253,"64,385","37,247",0.11,241,"41,239","15,155",0.81,"1,755","16,732","9,758","2,419","162,480","74,870"
3912,"9,427","9,427","62,544","50,274",0.79,"7,477","60,574","53,709",0.12,1174,"1,483",8,"9,427","65,350","52,775","9,427","2,752",906,0.11,"1,032","82,854","42,531",0.11,994,"56,339","15,390",0.79,"7,434","16,454","10,398","10,430","156,050","77,602"
3913,"2,261","2,261","62,738","49,185",0.76,"1,727","59,097","50,678",0.12,261,"3,349","1,150","2,261","65,854","51,573","2,261","3,034",718,0.11,240,"80,663","41,340",0.1,227,"51,470","17,835",0.77,"1,752","16,952","10,353","2,468","181,440","76,220"
3915,"5,416","5,416","57,672","46,980",0.79,"4,281","56,544","50,869",0.08,432,"1,049",-15,"5,416","60,099","48,976","5,416","2,401",764,0.1,518,"62,623","32,749",0.09,511,"39,669","12,185",0.77,"4,173","14,585","8,579","6,015","133,187","54,919"
3916,644,644,"99,541","48,285",0.52,336,"83,194","46,674",0.19,121,"6,166","4,420",644,"105,841","52,086",644,"5,846",770,0.16,105,"88,037","37,903",0.16,101,"62,120","16,438",0.7,450,"43,242","13,970",694,"664,209","187,867"
3918,"2,535","2,535","58,514","47,389",0.76,"1,935","59,816","51,692",0.12,302,"2,075",642,"2,535","61,325","49,420","2,535","2,659",855,0.12,294,"88,911","38,095",0.11,285,"63,480","15,332",0.76,"1,935","15,071","9,464","2,789","171,960","81,934"
3919,"1,900","1,900","54,523","47,295",0.83,"1,583","55,174","50,375",0.09,164,-675,-320,"1,900","56,940","49,546","1,900","2,359",948,0.11,215,"56,332","38,226",0.11,207,"34,407","14,319",0.8,"1,516","11,837","8,160","2,163","110,840","59,079"
3920,497,497,"56,739","55,375",0.98,486,"57,577","56,740",0.09,47,"-1,615",-454,497,"58,462","56,867",497,"1,724","1,110",0.01,4,"38,896","8,094",0,1,"96,672","96,672",0.86,425,"10,916","8,017",541,"101,318","21,181"
3921,69,69,"51,504","30,404",0.49,34,"66,432","28,912",0.2,14,"8,222","6,644",69,"53,525","30,404",69,"1,770",143,0.2,14,"177,236","27,640",0.2,14,"163,598","17,380",0.52,36,"22,674","4,950",71,"150,631","75,616"
3922,"5,552","5,552","53,896","40,088",0.68,"3,752","50,732","41,341",0.13,736,"2,656","1,428","5,552","56,455","42,020","5,552","2,466",466,0.14,788,"81,867","38,892",0.14,773,"57,813","13,191",0.69,"3,850","15,152","6,942","6,197","189,013","74,619"
3923,442,442,"61,016","38,736",0.6,264,"54,343","44,942",0.16,71,"5,576","4,668",442,"63,837","39,942",442,"2,717",571,0.16,70,"123,635","44,572",0.16,69,"93,245","20,510",0.7,308,"19,389","7,940",510,"287,107","119,395"
3925,"2,554","2,554","58,397","44,424",0.7,"1,776","56,728","45,359",0.16,400,"3,058","1,603","2,554","61,461","46,568","2,554","2,977",684,0.16,401,"85,097","36,772",0.15,377,"57,638","14,073",0.74,"1,879","16,030","8,799","2,928","199,547","83,924"
3926,"2,196","2,196","94,266","47,374",0.65,"1,423","66,373","51,204",0.18,398,"4,936","2,497","2,196","98,046","50,094","2,196","3,695",822,0.14,317,"74,970","30,058",0.14,307,"44,420","11,978",0.71,"1,559","39,642","12,537","2,441","380,736","121,682"
3927,"1,071","1,071","91,179","47,491",0.62,659,"68,042","52,641",0.17,187,"3,220","2,682","1,071","94,962","50,569","1,071","3,459",781,0.17,183,"64,246","32,482",0.16,168,"40,541","12,488",0.73,777,"36,253","12,078","1,215","375,707","142,103"
3928,316,316,"116,799","47,245",0.54,172,"77,302","42,234",0.18,56,"9,849","6,656",316,"122,510","52,332",316,"5,464",758,0.17,53,"116,475","37,407",0.17,53,"95,137","21,160",0.73,230,"54,003","14,183",345,"493,829","129,215"
3929,700,700,"95,941","47,968",0.46,320,"73,210","43,128",0.16,113,"8,400","4,481",700,"102,883","53,830",700,"6,326",776,0.14,100,"143,535","39,096",0.14,96,"103,185","19,595",0.71,494,"39,624","14,297",732,"807,415","225,924"
3930,"11,458","11,458","98,171","56,610",0.69,"7,917","82,560","60,382",0.17,1997,"1,173",235,"11,458","102,345","60,160","11,458","4,117",982,0.1,"1,153","133,794","36,518",0.09,"1,079","87,465","12,091",0.75,"8,639","37,983","16,378","12,607","340,805","137,987"
3931,"15,042","15,042","65,121","47,504",0.71,"10,619","64,205","53,931",0.13,2010,"2,113",729,"15,042","67,970","49,658","15,042","2,789",777,0.11,"1,581","84,221","34,153",0.1,"1,479","52,288","12,177",0.73,"11,030","19,780","10,999","16,706","233,415","96,858"
3933,732,732,"79,699","48,533",0.66,483,"64,140","48,413",0.17,128,"4,126","3,199",732,"83,972","52,293",732,"3,397",580,0.12,87,"209,131","44,325",0.12,88,"166,117","30,479",0.73,538,"28,737","11,788",790,"288,097","84,900"
3934,"11,863","11,863","77,028","52,021",0.71,"8,426","69,542","55,276",0.15,1799,"1,580",146,"11,863","80,821","55,162","11,863","3,699",919,0.11,"1,362","99,477","38,807",0.11,"1,278","63,475","12,810",0.75,"8,945","25,521","13,832","12,993","257,303","111,159"
3936,"7,644","7,644","62,215","44,936",0.69,"5,245","58,999","48,797",0.14,1085,"3,596","2,086","7,644","65,247","46,920","7,644","2,810",640,0.12,897,"80,881","39,000",0.11,845,"53,345","14,091",0.72,"5,539","18,668","9,787","8,591","227,694","86,412"
3937,"1,067","1,067","102,474","52,180",0.63,676,"80,399","51,092",0.17,185,"4,953","5,601","1,067","108,317","56,682","1,067","5,570",852,0.14,154,"134,748","45,784",0.14,148,"88,868","12,282",0.75,796,"41,149","15,436","1,197","466,575","137,747"
3938,"2,066","2,066","58,011","43,479",0.65,"1,338","59,129","47,095",0.15,313,"3,757","3,243","2,066","61,143","46,016","2,066","2,997",561,0.12,257,"68,603","39,696",0.12,245,"43,727","15,138",0.71,"1,460","16,776","9,234","2,288","286,630","110,292"
3939,"8,606","8,606","54,570","43,418",0.71,"6,135","53,636","46,192",0.11,952,"3,011","1,082","8,606","57,230","45,374","8,606","2,582",545,0.12,"1,044","84,956","39,406",0.12,"1,006","57,482","13,988",0.72,"6,221","14,321","8,031","9,741","176,209","68,176"
3940,"2,364","2,364","48,817","40,276",0.65,"1,547","50,153","45,996",0.08,193,"3,027","1,191","2,364","50,972","41,988","2,364","2,118",476,0.11,258,"67,965","34,278",0.1,247,"44,773","12,935",0.67,"1,592","12,224","7,303","2,608","142,236","53,742"
3941,"7,659","7,659","58,183","43,578",0.67,"5,148","55,754","43,996",0.13,971,"3,006","2,097","7,659","60,962","45,354","7,659","2,613",558,0.16,"1,225","81,759","44,588",0.15,"1,176","51,293","14,986",0.73,"5,579","16,246","7,963","8,709","193,510","71,783"
3942,"1,637","1,637","72,004","42,014",0.58,955,"61,642","42,862",0.16,265,"3,643","2,114","1,637","76,054","45,135","1,637","3,980",550,0.14,227,"82,916","41,192",0.14,223,"52,795","14,173",0.67,"1,098","27,246","10,822","1,819","418,266","132,192"
3943,"1,227","1,227","97,332","45,000",0.47,580,"68,749","44,854",0.21,253,"12,791","6,093","1,227","105,377","49,541","1,227","7,508",478,0.12,146,"168,200","37,015",0.11,138,"135,728","11,514",0.67,824,"43,753","14,240","1,352","762,994","191,451"
3944,559,559,"221,236","66,314",0.43,238,"94,359","51,278",0.18,100,"9,331","10,078",559,"243,456","73,701",559,"21,736","1,119",0.06,36,"474,454","65,015",0.05,29,"490,815","17,734",0.78,434,"109,115","22,108",554,"1,887,902","568,565"
3945,666,666,"52,599","39,288",0.65,435,"56,464","50,400",0.13,87,"1,702",619,666,"55,901","43,646",666,"2,627",394,0.15,103,"101,852","50,667",0.15,102,"90,008","27,402",0.67,444,"15,772","8,814",691,"208,915","86,808"
3946,161,161,"54,511","39,937",0.59,95,"57,009","51,796",0.15,24,"3,980",150,161,"58,234","42,635",161,"3,575",300,0.16,25,"72,699","32,335",0.16,26,"39,846","31,066",0.67,108,"16,104","11,383",174,"198,433","103,344"
3950,"2,832","2,832","53,354","42,960",0.73,"2,081","53,999","47,847",0.1,297,"1,899",758,"2,832","55,722","44,682","2,832","2,211",606,0.11,313,"80,105","36,237",0.11,301,"60,075","18,398",0.72,"2,053","14,003","8,099","3,109","145,942","67,673"
3951,655,655,"54,715","43,475",0.66,433,"51,444","44,123",0.17,111,"4,143","2,978",655,"57,956","44,673",655,"2,356",437,0.15,96,"84,166","45,759",0.14,89,"66,492","32,448",0.73,481,"14,086","7,564",711,"197,834","88,227"
3953,"4,781","4,781","53,251","43,980",0.68,"3,271","54,097","48,607",0.12,565,"3,304","1,544","4,781","56,477","46,458","4,781","2,927",590,0.12,560,"132,864","39,742",0.11,538,"111,077","18,297",0.71,"3,415","13,791","9,035","5,101","188,139","79,909"
